name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
hyderabad,2023-09-20,31.3,24.0,27.6,35.1,24.0,29.3,22.5,75.0,0.1,100.0,4.17,rain,0,0,38.5,22.3,268.3,1010.4,60.5,5.4,245.0,21.1,9,30.0,2023-09-20 06:04:42,2023-09-20 18:14:37,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-21,28.4,23.5,26.0,31.8,23.5,26.9,22.3,80.6,7.0,100.0,4.17,rain,0,0,33.1,22.3,273.4,1010.6,81.1,4.9,167.1,14.3,8,30.0,2023-09-21 06:04:50,2023-09-21 18:13:46,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-22,28.0,22.0,24.7,30.7,22.0,25.1,22.1,85.6,28.0,100.0,8.33,rain,0,0,40.7,20.3,280.4,1010.5,86.1,4.5,146.6,12.5,6,10.0,2023-09-22 06:04:58,2023-09-22 18:12:56,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-23,29.9,23.0,26.1,34.1,23.0,27.3,22.3,80.5,2.5,100.0,16.67,rain,0,0,18.4,13.9,277.7,1010.7,76.8,5.1,169.4,14.8,6,30.0,2023-09-23 06:05:06,2023-09-23 18:12:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-24,28.8,22.0,25.6,32.6,22.0,26.5,22.5,82.9,0.3,100.0,4.17,rain,0,0,33.5,15.7,273.6,1010.6,81.7,4.9,143.8,12.4,5,30.0,2023-09-24 06:05:14,2023-09-24 18:11:15,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-25,28.8,23.0,24.9,32.0,23.0,25.3,22.3,86.0,13.0,100.0,4.17,rain,0,0,24.5,14.9,284.8,1009.6,81.9,4.5,210.3,18.1,8,10.0,2023-09-25 06:05:23,2023-09-25 18:10:25,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-26,29.8,22.0,25.7,33.7,22.0,26.7,22.1,81.6,0.7,100.0,8.33,rain,0,0,6.5,14.8,260.6,1009.3,80.6,4.2,234.8,20.1,9,30.0,2023-09-26 06:05:31,2023-09-26 18:09:35,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-27,32.0,22.9,26.2,36.9,22.9,27.5,22.3,80.8,22.0,100.0,8.33,rain,0,0,11.9,9.4,269.8,1009.4,72.4,4.4,198.3,17.1,9,30.0,2023-09-27 06:05:40,2023-09-27 18:08:45,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-28,32.9,22.8,26.1,37.3,22.8,27.5,22.4,81.8,35.0,100.0,4.17,rain,0,0,10.4,12.1,257.8,1009.2,71.5,4.6,244.5,21.2,9,30.0,2023-09-28 06:05:49,2023-09-28 18:07:56,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-29,30.8,23.5,26.2,36.3,23.5,27.7,22.7,81.6,2.9,100.0,16.67,rain,0,0,23.8,21.4,234.3,1009.1,87.9,4.6,225.9,19.5,9,30.0,2023-09-29 06:05:58,2023-09-29 18:07:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-09-30,29.9,22.0,26.0,34.3,22.0,27.2,21.7,78.2,0.1,100.0,4.17,rain,0,0,37.1,19.1,240.5,1009.3,64.5,5.2,243.1,21.1,9,30.0,2023-09-30 06:06:07,2023-09-30 18:06:17,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-01,30.0,22.0,26.1,34.2,22.0,27.4,21.8,77.4,3.5,100.0,8.33,rain,0,0,40.0,19.0,238.9,1008.5,62.4,5.1,220.7,19.0,8,30.0,2023-10-01 06:06:16,2023-10-01 18:05:28,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-02,30.1,22.0,26.1,34.4,22.0,27.3,21.9,78.1,5.4,100.0,16.67,rain,0,0,32.8,18.4,268.5,1008.6,68.9,4.7,223.8,19.3,9,30.0,2023-10-02 06:06:26,2023-10-02 18:04:40,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-03,31.0,23.0,27.0,36.0,23.0,28.9,22.5,77.4,1.7,100.0,16.67,rain,0,0,39.6,22.3,289.1,1010.1,64.5,4.8,269.5,23.3,9,30.0,2023-10-03 06:06:36,2023-10-03 18:03:51,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-04,32.0,23.0,27.2,34.0,23.0,28.1,20.5,68.7,0.0,0.0,0.0,0,0,0,26.6,13.5,306.8,1011.7,41.0,5.4,274.7,23.9,9,10.0,2023-10-04 06:06:46,2023-10-04 18:03:03,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-05,32.0,22.0,26.6,31.9,22.0,26.7,18.0,62.2,0.0,0.0,0.0,0,0,0,25.9,18.6,308.7,1011.8,31.0,5.7,282.3,24.3,10,10.0,2023-10-05 06:06:57,2023-10-05 18:02:16,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-06,32.0,20.0,26.2,32.9,20.0,26.5,17.9,62.4,0.0,0.0,0.0,0,0,0,33.5,15.1,295.3,1011.1,25.9,5.6,284.8,24.5,10,10.0,2023-10-06 06:07:08,2023-10-06 18:01:29,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-07,32.8,21.5,26.8,33.4,21.5,27.2,19.3,66.7,0.0,0.0,0.0,0,0,0,28.1,11.2,310.2,1011.7,29.7,5.4,282.8,24.3,10,10.0,2023-10-07 06:07:19,2023-10-07 18:00:42,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-08,32.8,21.1,27.0,33.6,21.1,27.3,18.2,61.0,0.0,0.0,0.0,0,0,0,24.5,14.9,6.5,1013.0,36.9,5.3,274.8,23.7,10,10.0,2023-10-08 06:07:30,2023-10-08 17:59:56,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-09,32.9,22.0,27.4,33.5,22.0,27.9,18.6,61.2,0.0,0.0,0.0,0,0,0,26.3,11.7,6.5,1014.2,47.4,5.5,277.2,23.9,9,10.0,2023-10-09 06:07:42,2023-10-09 17:59:10,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-10,32.9,22.5,27.6,34.6,22.5,28.5,19.5,63.0,0.1,100.0,4.17,rain,0,0,18.0,14.8,51.6,1014.1,46.3,5.2,228.3,19.8,9,10.0,2023-10-10 06:07:55,2023-10-10 17:58:25,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-11,32.6,22.5,27.5,34.8,22.5,28.5,20.7,69.0,0.0,0.0,0.0,0,0,0,31.0,11.6,58.9,1014.2,41.7,5.3,263.9,22.8,9,10.0,2023-10-11 06:08:07,2023-10-11 17:57:40,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-12,33.0,21.5,27.0,34.4,21.5,27.5,18.7,63.7,0.0,0.0,0.0,0,0,0,26.6,14.9,80.0,1015.3,35.4,5.4,281.0,24.3,10,10.0,2023-10-12 06:08:20,2023-10-12 17:56:56,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-13,32.8,21.0,27.1,33.0,21.0,27.8,18.9,62.6,0.0,0.0,0.0,0,0,0,24.8,11.7,75.8,1016.0,35.3,5.4,247.3,21.4,9,10.0,2023-10-13 06:08:34,2023-10-13 17:56:13,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-14,32.0,21.0,26.8,32.4,21.0,27.2,18.7,63.8,0.0,0.0,0.0,0,0,0,16.9,14.8,67.3,1015.7,39.2,5.4,242.0,20.9,9,10.0,2023-10-14 06:08:48,2023-10-14 17:55:30,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-15,32.0,22.5,27.5,32.3,22.5,28.0,19.2,63.3,0.0,0.0,0.0,0,0,0,22.0,12.3,78.9,1014.4,48.1,5.1,216.2,18.7,9,10.0,2023-10-15 06:09:02,2023-10-15 17:54:47,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-16,31.9,22.0,27.1,32.3,22.0,27.7,19.1,63.4,0.0,0.0,0.0,0,0,0,18.7,11.5,94.0,1014.2,50.8,5.1,264.8,22.9,9,10.0,2023-10-16 06:09:17,2023-10-16 17:54:06,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-17,32.0,21.0,26.8,32.4,21.0,27.1,18.0,61.0,0.0,0.0,0.0,0,0,0,27.0,11.5,76.2,1015.2,29.6,5.1,269.9,23.3,9,10.0,2023-10-17 06:09:32,2023-10-17 17:53:25,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-18,32.3,20.0,26.5,32.1,20.0,26.6,17.3,59.8,0.0,0.0,0.0,0,0,0,19.8,14.5,53.3,1015.8,34.3,5.3,271.3,23.5,9,10.0,2023-10-18 06:09:48,2023-10-18 17:52:45,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-19,32.3,21.0,26.5,33.0,21.0,26.8,18.4,63.6,0.0,0.0,0.0,0,0,0,27.4,16.0,71.6,1015.9,34.3,5.4,270.8,23.3,9,10.0,2023-10-19 06:10:04,2023-10-19 17:52:05,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-20,31.9,21.0,26.5,32.9,21.0,27.0,18.6,63.5,0.0,0.0,0.0,0,0,0,28.4,13.9,55.5,1015.8,31.5,5.1,263.6,22.8,9,10.0,2023-10-20 06:10:21,2023-10-20 17:51:26,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-21,31.0,21.0,26.0,31.8,21.0,26.5,18.3,64.0,0.0,0.0,0.0,0,0,0,27.7,14.9,57.5,1016.2,35.9,4.7,266.7,23.1,9,10.0,2023-10-21 06:10:38,2023-10-21 17:50:48,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-22,31.5,20.5,26.0,30.6,20.5,25.8,15.1,53.6,0.0,0.0,0.0,0,0,0,33.1,15.0,38.0,1016.3,25.9,5.4,271.3,23.5,9,10.0,2023-10-22 06:10:56,2023-10-22 17:50:11,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-23,31.1,19.0,25.0,30.2,19.0,24.8,14.5,55.2,0.0,0.0,0.0,0,0,0,31.3,18.4,17.0,1015.1,27.1,5.5,270.5,23.4,9,10.0,2023-10-23 06:11:14,2023-10-23 17:49:35,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-24,31.5,18.0,24.7,30.5,18.0,24.3,13.1,51.6,0.0,0.0,0.0,0,0,0,25.6,16.8,26.6,1015.0,20.1,5.4,271.7,23.4,9,10.0,2023-10-24 06:11:33,2023-10-24 17:49:00,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-25,31.3,18.5,24.8,30.0,18.5,24.4,12.9,50.6,0.0,0.0,0.0,0,0,0,29.2,13.2,32.5,1016.4,7.3,5.4,270.6,23.5,9,10.0,2023-10-25 06:11:52,2023-10-25 17:48:25,0.37,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-26,30.4,18.6,24.5,29.1,18.6,24.1,11.8,48.4,0.0,0.0,0.0,0,0,0,37.1,15.5,36.1,1016.6,8.7,5.7,269.3,23.2,9,10.0,2023-10-26 06:12:12,2023-10-26 17:47:51,0.41,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-27,30.7,17.8,24.4,29.0,17.8,23.9,10.8,45.6,0.0,0.0,0.0,0,0,0,25.6,18.0,46.1,1015.6,1.6,5.4,268.2,23.1,9,10.0,2023-10-27 06:12:33,2023-10-27 17:47:18,0.44,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-28,31.4,18.9,25.4,30.5,18.9,25.2,14.6,53.2,0.0,0.0,0.0,0,0,0,23.4,14.8,72.1,1015.6,14.1,5.3,262.2,22.6,9,10.0,2023-10-28 06:12:54,2023-10-28 17:46:47,0.48,Clear,Clear conditions throughout the day.,clear-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-29,30.3,21.0,25.8,31.6,21.0,26.4,18.5,64.8,0.0,0.0,0.0,0,0,0,29.5,14.8,71.3,1015.3,42.6,4.7,249.8,21.5,9,10.0,2023-10-29 06:13:15,2023-10-29 17:46:16,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-30,30.8,21.0,25.3,32.4,21.0,25.6,18.2,66.2,0.0,0.0,0.0,0,0,0,22.0,13.9,55.2,1015.4,47.8,4.0,256.5,22.1,9,10.0,2023-10-30 06:13:37,2023-10-30 17:45:46,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-10-31,29.3,21.5,25.2,29.9,21.5,25.5,18.5,68.2,0.0,0.0,0.0,0,0,0,14.0,17.5,71.4,1015.9,73.2,4.3,251.3,21.6,9,10.0,2023-10-31 06:14:00,2023-10-31 17:45:17,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-01,29.5,20.0,25.0,30.0,20.0,25.3,17.9,65.9,0.0,0.0,0.0,rain,0,0,18.4,11.2,77.2,1016.3,62.0,3.8,237.7,20.6,9,10.0,2023-11-01 06:14:24,2023-11-01 17:44:49,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-02,30.5,20.0,25.6,32.5,20.0,26.4,19.5,69.8,0.1,100.0,4.17,rain,0,0,22.0,14.4,72.5,1015.4,48.9,4.4,229.1,19.8,9,10.0,2023-11-02 06:14:47,2023-11-02 17:44:22,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-03,30.1,22.0,26.1,32.6,22.0,27.0,20.4,71.3,0.4,100.0,4.17,rain,0,0,18.4,13.0,85.8,1013.5,63.1,5.6,192.5,16.7,8,10.0,2023-11-03 06:15:12,2023-11-03 17:43:57,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
hyderabad,2023-11-04,30.8,22.0,25.9,34.0,22.0,27.0,21.2,76.5,1.2,100.0,20.83,rain,0,0,26.6,11.2,75.1,1013.8,57.4,4.6,196.4,17.0,7,10.0,2023-11-04 06:15:37,2023-11-04 17:43:32,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-05,29.3,21.0,25.0,31.0,21.0,25.3,18.9,71.1,0.0,0.0,0.0,0,0,0,23.4,13.4,66.3,1015.2,56.8,4.5,190.3,16.4,8,10.0,2023-11-05 06:16:03,2023-11-05 17:43:09,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-06,29.8,22.0,24.8,32.4,22.0,25.3,20.2,76.2,0.2,100.0,4.17,rain,0,0,20.2,17.6,99.4,1016.0,58.6,4.4,157.5,13.4,7,10.0,2023-11-06 06:16:29,2023-11-06 17:42:46,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-07,30.6,21.0,25.0,32.7,21.0,25.6,20.6,77.7,11.0,100.0,8.33,rain,0,0,33.5,15.3,92.1,1016.1,67.9,4.7,175.4,15.3,7,10.0,2023-11-07 06:16:56,2023-11-07 17:42:25,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-08,29.8,22.0,25.2,31.9,22.0,25.9,20.8,77.5,3.6,100.0,4.17,rain,0,0,20.2,14.8,87.8,1015.9,86.7,4.2,176.5,15.2,6,30.0,2023-11-08 06:17:23,2023-11-08 17:42:05,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-09,30.1,21.5,25.6,31.6,21.5,26.1,20.1,73.0,2.0,100.0,12.5,rain,0,0,21.2,13.2,105.2,1016.1,71.0,4.2,225.5,19.4,8,10.0,2023-11-09 06:17:51,2023-11-09 17:41:46,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-10,30.4,21.0,25.8,30.3,21.0,25.8,17.9,65.2,0.0,0.0,0.0,0,0,0,20.2,13.3,99.7,1017.5,43.8,4.5,237.3,20.4,8,10.0,2023-11-10 06:18:19,2023-11-10 17:41:28,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-11,31.2,20.0,25.4,30.1,20.0,25.2,15.3,56.9,0.0,0.0,0.0,0,0,0,24.1,13.2,89.7,1018.0,29.2,4.9,236.2,20.2,8,10.0,2023-11-11 06:18:48,2023-11-11 17:41:11,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-12,31.4,19.5,25.2,31.1,19.5,25.2,16.0,59.5,0.0,0.0,0.0,0,0,0,33.5,16.7,67.8,1017.9,23.9,4.8,239.5,20.4,8,10.0,2023-11-12 06:19:18,2023-11-12 17:40:56,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-13,30.9,19.0,24.9,30.6,19.0,25.0,16.7,62.5,0.0,0.0,0.0,0,0,0,14.8,14.8,100.2,1017.3,44.1,4.3,226.7,19.4,8,10.0,2023-11-13 06:19:48,2023-11-13 17:40:42,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-14,28.9,20.0,25.0,29.0,20.0,25.2,16.7,61.5,0.0,0.0,0.0,0,0,0,18.4,11.4,77.6,1016.8,56.4,4.2,232.2,20.1,8,10.0,2023-11-14 06:20:18,2023-11-14 17:40:29,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-15,29.8,19.5,24.5,29.4,19.5,24.5,15.9,60.6,0.0,0.0,0.0,0,0,0,27.4,14.8,49.2,1015.9,37.7,4.1,236.3,20.2,8,10.0,2023-11-15 06:20:49,2023-11-15 17:40:17,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-16,30.3,20.0,24.6,29.6,20.0,24.5,14.7,56.0,0.0,0.0,0.0,0,0,0,25.6,11.7,31.0,1016.1,29.2,4.0,240.0,20.5,9,10.0,2023-11-16 06:21:20,2023-11-16 17:40:07,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-17,30.5,18.9,24.4,30.3,18.9,24.4,15.5,59.0,0.0,0.0,0.0,0,0,0,25.6,14.8,69.7,1016.0,27.0,4.5,236.9,20.4,8,10.0,2023-11-17 06:21:52,2023-11-17 17:39:57,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-18,30.3,20.0,24.8,31.4,20.0,24.9,17.2,64.8,0.0,0.0,0.0,0,0,0,20.9,13.9,84.4,1016.1,39.7,4.6,235.3,20.4,8,10.0,2023-11-18 06:22:25,2023-11-18 17:39:49,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-19,29.9,20.0,24.5,30.4,20.0,24.7,17.6,67.2,0.0,0.0,0.0,0,0,0,19.1,13.0,92.9,1016.3,45.2,4.8,229.0,20.0,8,10.0,2023-11-19 06:22:57,2023-11-19 17:39:43,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-20,30.0,18.5,24.6,29.5,18.5,24.6,16.1,61.3,0.0,0.0,0.0,0,0,0,25.2,14.8,59.8,1016.4,51.3,5.3,207.9,17.8,8,10.0,2023-11-20 06:23:31,2023-11-20 17:39:37,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-21,28.2,20.0,24.3,28.8,20.0,24.5,17.6,66.8,0.0,0.0,0.0,0,0,0,19.8,16.6,79.3,1015.8,76.9,4.9,219.4,18.9,8,10.0,2023-11-21 06:24:04,2023-11-21 17:39:33,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-22,30.3,19.5,25.1,31.5,19.5,25.6,18.8,69.6,0.4,100.0,16.67,rain,0,0,23.4,18.5,90.5,1014.8,62.5,5.2,168.9,14.5,8,10.0,2023-11-22 06:24:38,2023-11-22 17:39:30,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-23,23.9,20.5,22.1,23.9,20.5,22.1,20.0,87.8,12.0,100.0,12.5,rain,0,0,37.1,13.9,88.7,1014.4,78.7,3.8,149.0,12.9,7,10.0,2023-11-23 06:25:12,2023-11-23 17:39:28,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-24,26.1,21.0,23.2,26.1,21.0,23.2,20.6,85.6,0.1,100.0,4.17,rain,0,0,29.2,14.8,99.4,1014.7,91.6,3.0,118.6,10.3,5,10.0,2023-11-24 06:25:47,2023-11-24 17:39:28,0.39,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-25,27.8,21.0,23.9,28.5,21.0,24.0,18.7,74.2,1.2,100.0,12.5,rain,0,0,31.0,18.4,106.1,1016.6,84.4,3.9,134.1,11.7,5,10.0,2023-11-25 06:26:22,2023-11-25 17:39:29,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-26,28.0,20.5,24.2,29.8,20.5,24.5,19.9,77.3,1.3,100.0,16.67,rain,0,0,28.8,13.1,107.2,1016.9,77.3,3.8,173.5,14.9,8,10.0,2023-11-26 06:26:57,2023-11-26 17:39:31,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-27,27.9,20.0,24.2,28.7,20.0,24.3,18.8,73.2,0.0,0.0,0.0,0,0,0,27.0,17.5,116.9,1015.8,63.1,3.9,222.8,19.2,8,10.0,2023-11-27 06:27:32,2023-11-27 17:39:34,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-28,29.9,20.0,24.6,30.8,20.0,24.9,19.1,73.2,0.4,100.0,4.17,rain,0,0,33.5,18.5,119.2,1014.2,49.8,4.8,212.0,18.3,8,10.0,2023-11-28 06:28:07,2023-11-28 17:39:39,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
hyderabad,2023-11-29,29.0,20.0,24.3,30.3,20.0,24.5,18.3,70.5,0.0,0.0,0.0,0,0,0,30.2,19.4,105.1,1015.0,51.8,4.5,212.2,18.2,8,10.0,2023-11-29 06:28:43,2023-11-29 17:39:45,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
